NOUN,VERB/PREP,NOUN
lightbulb,emit,quantities
light,used_in,experiments
quantities,of,light
lightbulb,found,dismay
assistant,operating,lightbulb
lightbulb,came_into,lab
assistant,for,lightbulb
lab,to,dismay
her_She,realized,her_she
her_she,forgotten,morning_it
her_she,turn,morning_it
One_morning_it,off,night
lightbulb,overheated,filament
bulb,broken_into,parts
filament,inside,bulb
there,was,glass_bulb_It
bulb,completely,there
there,open,glass_bulb_It
lightbulb,repaired,ray
ray,used,parts
ray,fuse,parts
filament,into,one
parts,of,filament
lab,had,job
lab,do,job
ray,break,glass
glass,surrounding,filament
ray,break,glass
neither,One_morning_it,filament
One_morning_it,fuse,filament
morning_it,seemed,lightbulb
you,solve,situation
